claim_nb,exposure,driv_age,veh_age,bonus_malus,log_density,area,brand_b13
0,0.7500,2.123635,2.360269,-0.633074,-1.376790,-1.656575,0
0,1.0000,1.765755,0.361081,-0.633074,-1.619876,-1.656575,0
0,0.5000,1.049994,2.542013,-0.633074,-0.523809,-0.212150,0
0,1.0000,2.409940,1.269803,-0.633074,-1.518197,-1.656575,0
0,1.0000,0.405810,-0.729386,0.504951,-1.342443,-1.656575,0
0,1.0000,1.264722,-0.911130,-0.633074,0.329867,0.510063,0
0,1.0000,0.119505,0.724569,-0.633074,-0.568495,-0.212150,0
0,0.4900,0.477386,-0.547641,-0.190509,-0.174933,-0.212150,0
0,1.0000,2.338364,0.361081,-0.633074,0.842900,0.510063,0
0,1.0000,-0.309951,-0.911130,-0.633074,-0.768967,-0.934363,0
0,0.1700,-0.453103,-0.547641,-0.633074,0.885014,1.232275,0
0,1.0000,0.906842,-0.184152,-0.633074,-0.444327,-0.212150,0
0,1.0000,2.409940,-0.911130,0.694622,-0.244148,-0.212150,0
0,0.5900,0.119505,0.724569,-0.633074,0.090960,-0.212150,0
0,1.0000,0.835266,-0.184152,-0.633074,0.077284,-0.212150,0
0,0.2400,-0.667832,1.815036,-0.633074,-0.207430,-0.212150,1
0,0.5100,0.763690,-1.092874,-0.633074,-1.126655,-1.656575,0
0,1.0000,0.835266,0.724569,0.062386,0.334159,0.510063,0
0,0.5000,0.262657,-0.365897,-0.633074,-0.715164,-0.212150,0
0,1.0000,-0.309951,0.361081,-0.633074,-1.104929,-1.656575,0
0,1.0000,-1.526745,2.360269,1.263635,-1.265177,-1.656575,0
0,1.0000,-0.524680,1.088058,-0.190509,-1.495547,-1.656575,0
0,1.0000,0.835266,-1.092874,-0.633074,-1.185197,-1.656575,0
0,0.7300,0.906842,0.724569,-0.633074,-1.518197,-1.656575,0
0,0.8200,-0.524680,1.088058,-0.633074,-0.861488,-0.934363,0
0,0.6600,-0.453103,-1.092874,-0.633074,-0.999101,-0.934363,1
0,1.0000,2.553092,-0.729386,-0.633074,-0.949171,-0.934363,0
0,0.6300,-0.596256,0.179336,0.252057,-1.279759,-1.656575,0
0,1.0000,0.262657,0.724569,-0.633074,-1.007898,-0.934363,0
1,1.0000,-0.453103,-0.547641,0.568175,-0.135626,-0.212150,0
0,0.0400,-0.667832,1.269803,-0.569850,-0.828828,-0.934363,1
0,1.0000,0.119505,0.542825,-0.316956,-0.780413,-0.934363,0
0,1.0000,-0.095223,-0.365897,0.504951,-0.786229,-0.934363,0
0,1.0000,-0.095223,-0.547641,-0.633074,-0.786229,-0.934363,0
0,1.0000,1.622603,-0.002408,-0.633074,-1.197720,-1.656575,0
0,0.5600,-0.524680,-0.365897,0.757846,-0.786229,-0.934363,0
0,1.0000,-0.667832,0.724569,0.504951,1.020952,1.232275,0
1,1.0000,2.624668,1.633291,-0.633074,-1.782400,-1.656575,0
0,1.0000,0.763690,-0.911130,-0.633074,-0.311605,-0.212150,0
0,0.9300,-0.810984,-0.002408,0.757846,1.242394,1.232275,0
0,0.2600,-1.383592,-0.911130,-0.190509,-1.044616,-0.934363,0
0,0.2000,-1.025712,0.179336,2.211990,-0.160302,-0.212150,0
0,0.3200,-0.596256,1.088058,-0.633074,0.000415,-0.212150,0
0,0.0600,-1.526745,-0.184152,3.666133,-0.137351,-0.212150,0
0,0.8100,0.262657,-0.184152,-0.633074,-1.172962,-1.656575,0
0,1.0000,0.620538,0.542825,-0.633074,-1.172962,-1.656575,0
0,0.8900,-0.524680,-0.547641,-0.633074,-1.172962,-1.656575,0
0,0.5800,1.193146,2.542013,-0.633074,-1.294751,-1.656575,0
0,0.8300,-0.166799,-0.002408,0.504951,-0.237849,-0.212150,0
0,0.7600,-1.312016,-1.092874,-0.380180,1.162313,1.232275,0
0,1.0000,-1.383592,-0.911130,0.252057,-0.469525,-0.212150,0
0,1.0000,-1.240440,1.088058,1.895872,-0.695078,-0.212150,0
0,1.0000,0.262657,-0.365897,-0.633074,-0.841652,-0.934363,0
0,1.0000,1.049994,0.724569,-0.633074,-0.675724,-0.212150,0
0,0.4100,-1.240440,-0.547641,1.010741,-0.211387,-0.212150,0
0,1.0000,-0.524680,1.633291,-0.633074,-1.035196,-0.934363,0
0,1.0000,-0.882560,0.179336,-0.633074,-1.679070,-1.656575,0
0,0.8200,1.121570,-1.274619,-0.633074,-0.828828,-0.934363,0
0,0.8400,-0.238375,0.906314,-0.633074,0.251882,0.510063,0
0,0.4100,-1.526745,-0.547641,1.263635,-0.331137,-0.212150,0
0,1.0000,0.692114,0.179336,-0.316956,-0.331137,-0.212150,0
0,1.0000,-0.238375,-0.184152,-0.633074,-1.359339,-1.656575,0
0,1.0000,1.336299,-0.911130,-0.633074,-1.473821,-1.656575,0
0,0.8900,-0.667832,0.724569,-0.190509,0.634321,0.510063,0
0,0.9300,0.978418,-0.002408,-0.633074,0.369307,0.510063,0
0,0.1500,0.477386,0.542825,4.108699,0.851324,0.510063,0
0,0.9800,1.407875,-0.365897,-0.633074,-0.949171,-0.934363,0
0,1.0000,0.906842,0.179336,-0.633074,-1.185197,-1.656575,0
1,0.4900,-0.309951,-0.365897,0.504951,-0.741386,-0.934363,0
0,0.2000,-1.455169,-0.365897,1.263635,-0.786229,-0.934363,0
0,0.3500,-1.025712,0.906314,-0.000838,-1.035196,-0.934363,0
0,0.8100,-0.381527,-0.547641,-0.633074,-1.910746,-1.656575,0
0,1.0000,-0.095223,1.815036,0.504951,-0.184287,-0.212150,0
0,1.0000,-0.095223,-0.911130,-0.633074,-0.918310,-0.934363,0
0,0.3100,-0.810984,0.361081,-0.380180,-1.035196,-0.934363,0
1,1.0000,-0.954136,-0.547641,-0.633074,-0.502798,-0.212150,0
1,1.0000,0.405810,-0.547641,-0.633074,0.921445,1.232275,0
0,0.0700,0.548962,1.269803,2.211990,0.921445,1.232275,0
0,1.0000,0.906842,0.361081,-0.633074,0.223708,0.510063,0
0,0.4300,0.262657,-0.365897,-0.443403,0.592600,0.510063,0
0,0.8700,1.479451,-0.911130,-0.633074,0.420152,0.510063,0
0,0.0400,-0.596256,-0.184152,1.010741,-0.822529,-0.934363,0
0,0.0700,-0.596256,0.179336,1.010741,-0.822529,-0.934363,0
0,0.4100,-0.596256,0.179336,-0.633074,0.503575,0.510063,0
0,0.3600,0.191081,-1.274619,-0.633074,-0.160302,-0.212150,0
0,0.9300,-0.453103,-0.911130,-0.569850,-1.197720,-1.656575,0
0,1.0000,1.765755,-0.729386,0.125610,-0.768967,-0.934363,0
1,0.8300,1.193146,-0.002408,2.338437,1.242394,1.232275,0
0,1.0000,-1.097288,0.179336,-0.569850,-1.541854,-1.656575,0
0,0.8300,-0.954136,-0.547641,-0.633074,0.582421,0.510063,0
0,0.4000,-0.667832,-0.365897,-0.190509,-1.782400,-1.656575,0
0,1.0000,0.906842,0.542825,-0.633074,0.204970,0.510063,0
0,1.0000,0.835266,-0.547641,-0.633074,0.739864,0.510063,0
0,1.0000,-0.667832,-0.002408,-0.633074,-0.957174,-0.934363,0
0,1.0000,-0.524680,-0.729386,-0.633074,-0.254813,-0.212150,0
0,0.6600,-0.739408,0.542825,-0.569850,-0.957174,-0.934363,0
0,0.2000,-1.312016,-0.547641,3.919028,1.209046,1.232275,0
1,1.0000,-0.882560,0.179336,-0.064061,-0.763335,-0.934363,0
0,0.2500,-1.168864,0.542825,0.757846,0.388304,0.510063,0
0,0.0700,0.620538,1.269803,-0.633074,0.638359,0.510063,0
0,0.7500,-1.240440,0.724569,-0.380180,-1.566612,-1.656575,0
0,1.0000,0.692114,0.179336,-0.633074,-1.342443,-1.656575,0
0,1.0000,0.477386,0.542825,1.579753,-1.473821,-1.656575,0
0,1.0000,-1.741473,0.542825,1.895872,1.135655,1.232275,0
0,0.2500,-0.667832,-0.365897,-0.633074,2.243436,1.954488,0
0,1.0000,0.405810,-0.729386,-0.633074,2.243436,1.954488,0
0,0.2700,-0.166799,1.633291,-0.633074,0.980651,1.232275,0
0,1.0000,-0.882560,0.542825,-0.380180,0.332732,0.510063,0
0,0.6700,-0.954136,0.906314,1.010741,-0.009005,-0.212150,0
0,1.0000,2.696244,0.724569,-0.633074,0.332732,0.510063,0
0,0.2800,-0.524680,1.815036,1.010741,0.332732,0.510063,0
0,1.0000,-0.810984,0.542825,-0.633074,-0.999101,-0.934363,0
0,0.1100,0.692114,-0.184152,-0.633074,-0.482586,-0.212150,0
0,1.0000,0.692114,-0.184152,-0.633074,0.885014,1.232275,0
0,1.0000,0.692114,0.542825,-0.633074,-0.182403,-0.212150,0
0,0.1300,-0.667832,0.361081,-0.000838,-0.949171,-0.934363,0
0,0.0500,-1.669897,-1.274619,2.528108,-0.965299,-0.934363,0
0,0.7700,-0.023647,-0.184152,-0.633074,-0.965299,-0.934363,0
0,0.8600,-0.309951,0.906314,0.504951,1.077788,1.232275,0
0,1.0000,1.765755,-0.911130,-0.633074,-0.680497,-0.212150,0
0,1.0000,-1.097288,0.906314,-0.633074,1.124961,1.232275,0
0,0.7600,0.262657,3.268991,-0.633074,-1.782400,-1.656575,0
0,0.0500,-0.882560,0.724569,2.211990,1.150766,1.232275,0
0,0.5900,0.334233,1.269803,1.263635,0.634727,0.510063,0
0,1.0000,-1.097288,1.633291,-0.190509,-0.205462,-0.212150,0
0,0.5800,1.264722,0.542825,-0.633074,-0.372494,-0.212150,0
0,0.3000,1.193146,0.724569,-0.064061,0.280219,0.510063,0
0,0.1600,1.264722,-0.911130,-0.633074,-0.466309,-0.212150,0
0,0.4100,0.763690,0.361081,-0.633074,-1.035196,-0.934363,0
0,1.0000,-0.238375,1.088058,-0.000838,0.329867,0.510063,0
0,1.0000,0.191081,1.269803,-0.633074,0.329867,0.510063,0
0,1.0000,1.407875,0.179336,-0.633074,-1.294751,-1.656575,0
0,0.2400,-1.526745,2.178524,1.579753,0.329867,0.510063,0
0,0.6600,-0.739408,-0.184152,-0.633074,-0.034021,-0.212150,0
0,1.0000,-0.309951,1.088058,0.188833,1.183960,1.232275,0
0,1.0000,1.908907,-0.911130,-0.633074,0.892053,1.232275,0
0,1.0000,0.262657,-0.729386,-0.633074,0.436272,0.510063,0
0,1.0000,0.119505,-0.911130,-0.633074,1.676607,1.232275,0
1,0.4100,0.047929,-0.547641,-0.633074,-0.336134,-0.212150,0
0,0.2100,-0.023647,0.361081,-0.633074,0.354429,0.510063,0
0,1.0000,1.622603,0.179336,-0.633074,0.739864,0.510063,0
0,0.2200,1.694179,-1.274619,-0.633074,0.739864,0.510063,0
0,1.0000,1.908907,-0.729386,-0.633074,0.354429,0.510063,0
1,1.0000,-1.526745,-0.002408,2.528108,-0.757762,-0.934363,0
0,1.0000,2.195212,1.815036,-0.633074,-1.149305,-1.656575,0
0,0.3600,-1.240440,0.906314,2.211990,0.517386,0.510063,0
0,1.0000,-0.954136,1.633291,1.010741,-1.025940,-0.934363,0
0,0.5600,-0.810984,0.361081,-0.380180,0.329867,0.510063,0
0,1.0000,0.262657,1.451547,-0.633074,-1.495547,-1.656575,0
0,1.0000,1.765755,1.088058,-0.633074,-0.502798,-0.212150,0
0,1.0000,0.620538,-1.092874,-0.633074,-1.172962,-1.656575,0
0,0.4000,-0.023647,0.361081,-0.000838,0.661194,0.510063,1
0,0.2600,-0.023647,0.361081,-0.000838,0.661194,0.510063,1
0,1.0000,0.477386,-1.092874,-0.633074,1.676607,1.232275,0
1,0.8400,-0.095223,1.996780,-0.633074,-1.016843,-0.934363,0
0,1.0000,-0.524680,2.178524,-0.380180,0.390872,0.510063,0
1,0.4800,-1.240440,-0.002408,1.010741,-0.763335,-0.934363,0
0,0.0600,-1.741473,0.542825,2.907450,0.390872,0.510063,0
0,1.0000,0.477386,0.542825,-0.569850,-0.314007,-0.212150,0
0,0.1300,-0.954136,1.633291,-0.000838,-1.185197,-1.656575,0
0,0.5800,0.763690,-1.092874,-0.633074,-0.386106,-0.212150,0
0,0.3200,0.978418,1.633291,-0.633074,1.243944,1.232275,0
0,0.1200,0.119505,-1.274619,-0.633074,0.585984,0.510063,0
0,0.4900,0.191081,0.906314,-0.633074,-0.063270,-0.212150,0
0,1.0000,-0.882560,0.906314,-0.380180,-1.149305,-1.656575,0
0,0.6500,-0.954136,1.815036,-0.000838,-0.527393,-0.212150,0
1,1.0000,2.266788,0.361081,-0.633074,-0.816305,-0.934363,0
0,0.4100,-0.882560,-0.547641,-0.190509,0.007043,-0.212150,0
0,0.0300,-0.596256,-0.365897,0.757846,0.309367,0.510063,0
0,0.3700,0.262657,-0.365897,1.895872,0.640768,0.510063,0
0,0.4700,-0.238375,0.906314,-0.633074,0.032758,-0.212150,0
0,1.0000,0.978418,-0.002408,-0.633074,-1.679070,-1.656575,0
0,0.2800,-0.739408,0.906314,-0.633074,-0.372494,-0.212150,0
0,1.0000,-1.097288,1.088058,5.499619,0.640768,0.510063,0
0,0.1300,-0.596256,0.906314,0.252057,0.684566,0.510063,0
0,0.6100,1.049994,-1.274619,-0.633074,-0.459936,-0.212150,0
0,0.0400,-0.954136,-1.092874,-0.633074,-0.127083,-0.212150,0
0,0.5800,1.121570,-0.547641,-0.633074,0.008358,-0.212150,0
1,0.8000,0.047929,-0.547641,-0.633074,0.151514,0.510063,0
0,0.7700,-0.166799,-1.092874,-0.633074,0.489396,0.510063,0
0,1.0000,1.765755,0.906314,-0.633074,-1.745682,-1.656575,0
0,0.7800,-1.383592,-0.002408,-0.190509,-1.782400,-1.656575,0
0,0.4700,-0.667832,-0.911130,-0.569850,-0.981932,-0.934363,0
0,0.7800,1.193146,-1.274619,-0.633074,-1.518197,-1.656575,0
0,0.0600,1.694179,-0.729386,-0.633074,-1.376790,-1.656575,0
0,0.4300,-1.455169,0.724569,1.895872,-0.463113,-0.212150,0
0,0.8600,1.479451,-0.729386,-0.633074,-1.376790,-1.656575,0
0,0.6500,0.906842,0.542825,-0.253732,-1.265177,-1.656575,0
0,0.7800,0.548962,0.724569,-0.633074,-0.786229,-0.934363,0
0,1.0000,0.620538,1.451547,-0.443403,0.634321,0.510063,0
0,0.2100,0.548962,0.724569,-0.633074,-1.149305,-1.656575,0
0,1.0000,1.264722,0.361081,-0.633074,-1.161002,-1.656575,0
0,0.0400,-0.524680,0.724569,0.631399,-0.786229,-0.934363,0
0,0.0600,0.763690,0.906314,1.263635,-2.017543,-1.656575,0
0,0.5100,-1.240440,-1.092874,1.010741,-0.752247,-0.934363,0
0,0.2800,-0.810984,0.361081,-0.633074,-0.973550,-0.934363,0
0,0.4900,0.405810,0.906314,-0.633074,0.678259,0.510063,0
0,1.0000,-0.882560,-0.547641,-0.633074,0.598703,0.510063,0
0,1.0000,-0.596256,-0.365897,-0.316956,1.676607,1.232275,0
0,1.0000,-0.954136,-0.365897,-0.000838,-0.014463,-0.212150,0
0,1.0000,-1.669897,1.269803,1.895872,1.272800,1.232275,0
0,0.6300,-0.882560,-0.002408,-0.633074,-0.680497,-0.212150,0
0,0.0900,0.906842,1.088058,-0.633074,-0.248388,-0.212150,0
0,0.3000,-0.309951,-0.002408,0.125610,1.057134,1.232275,0
0,0.7300,0.548962,0.724569,-0.633074,-0.730741,-0.212150,1
0,1.0000,-1.240440,-0.729386,-0.190509,-0.695078,-0.212150,0
0,1.0000,-1.025712,-0.729386,-0.569850,0.090960,-0.212150,0
0,0.3700,-0.810984,-0.911130,-0.633074,0.090960,-0.212150,0
0,1.0000,0.405810,-0.911130,-0.633074,-1.025940,-0.934363,0
0,1.0000,-1.025712,-1.092874,-0.633074,0.090960,-0.212150,0
0,1.0000,0.405810,0.361081,-0.633074,-0.889141,-0.934363,0
0,1.0000,1.121570,-0.729386,-0.380180,-0.417337,-0.212150,0
0,1.0000,0.906842,-0.729386,0.504951,-0.763335,-0.934363,0
0,1.0000,0.548962,0.542825,-0.633074,0.634321,0.510063,1
0,0.4100,-0.954136,0.542825,-0.633074,-1.073918,-0.934363,0
0,1.0000,1.837331,-1.092874,-0.633074,-0.061769,-0.212150,0
0,0.3700,0.548962,0.361081,-0.633074,-1.025940,-0.934363,0
0,0.9300,-0.667832,-0.729386,-0.633074,-0.229566,-0.212150,0
0,0.5800,-0.309951,-0.911130,-0.633074,-1.376790,-1.656575,0
0,0.4900,-0.166799,-0.729386,-0.633074,-0.272336,-0.212150,0
0,1.0000,-0.095223,0.724569,-0.633074,-0.394443,-0.212150,0
0,1.0000,1.264722,-0.547641,-0.633074,-0.184287,-0.212150,0
0,1.0000,-1.526745,1.088058,0.252057,-2.449119,-1.656575,0
0,1.0000,0.047929,-0.002408,-0.633074,-0.361849,-0.212150,0
0,0.0700,-0.309951,-1.274619,-0.633074,-1.294751,-1.656575,0
0,1.0000,0.692114,1.451547,-0.633074,0.739864,0.510063,0
0,1.0000,1.049994,-0.002408,-0.633074,0.667324,0.510063,0
0,1.0000,-1.025712,-0.729386,0.188833,0.354429,0.510063,0
0,0.7500,1.049994,1.451547,-0.633074,0.354429,0.510063,0
0,0.8200,1.980483,0.179336,-0.633074,0.739864,0.510063,0
0,1.0000,1.622603,0.542825,-0.633074,0.685303,0.510063,0
0,1.0000,-0.095223,0.542825,-0.633074,1.183960,1.232275,0
0,1.0000,0.119505,-0.911130,-0.633074,0.868305,1.232275,0
0,0.9500,-1.669897,0.724569,3.286792,-0.276808,-0.212150,0
0,1.0000,1.193146,-0.365897,-0.633074,1.183960,1.232275,0
0,1.0000,-1.455169,-0.365897,-0.000838,-2.151292,-1.656575,0
1,1.0000,0.191081,0.361081,-0.633074,1.024469,1.232275,0
0,0.0700,-1.025712,-1.092874,-0.633074,-1.149305,-1.656575,0
0,1.0000,-0.596256,0.361081,-0.506627,-1.541854,-1.656575,0
0,1.0000,1.694179,1.088058,-0.633074,1.319981,1.232275,0
0,1.0000,1.407875,1.088058,-0.633074,-2.017543,-1.656575,0
0,1.0000,0.191081,1.269803,-0.633074,1.127535,1.232275,0
1,0.2900,1.121570,-0.365897,-0.633074,1.127535,1.232275,0
0,1.0000,2.052059,-0.547641,-0.633074,1.127535,1.232275,0
0,1.0000,0.906842,3.268991,-0.633074,-0.822529,-0.934363,0
0,0.1400,-0.381527,0.724569,-0.380180,1.127535,1.232275,0
0,1.0000,0.334233,0.724569,-0.633074,-0.835201,-0.934363,0
0,0.3600,1.264722,-0.729386,-0.127285,-1.592578,-1.656575,0
0,0.3200,-0.739408,0.906314,-0.633074,0.638359,0.510063,0
0,1.0000,-0.453103,-0.002408,-0.506627,0.197654,0.510063,0
0,1.0000,0.119505,-0.911130,-0.633074,-0.502798,-0.212150,0
0,1.0000,0.262657,-0.547641,-0.633074,-0.705026,-0.212150,0
0,0.2000,-0.238375,0.361081,-0.633074,0.788134,0.510063,0
0,1.0000,-0.238375,-0.365897,-0.506627,0.788134,0.510063,0
0,0.0300,1.980483,-1.274619,-0.633074,-0.408636,-0.212150,0
0,1.0000,2.409940,1.815036,-0.633074,-0.545683,-0.212150,0
0,0.0900,0.191081,-0.184152,-0.633074,-0.369813,-0.212150,0
0,1.0000,-0.596256,-1.092874,-0.633074,0.435683,0.510063,0
0,1.0000,-0.166799,1.451547,-0.633074,-1.648651,-1.656575,0
0,1.0000,1.049994,-0.911130,-0.633074,0.081882,-0.212150,0
0,0.4700,-0.309951,-0.729386,-0.633074,1.087217,1.232275,0
0,1.0000,0.477386,0.724569,-0.633074,-1.016843,-0.934363,0
0,1.0000,2.266788,0.906314,-0.633074,0.617019,0.510063,0
0,0.4900,-1.168864,-0.365897,-0.443403,0.872467,1.232275,0
0,1.0000,-0.453103,0.361081,-0.633074,0.639565,0.510063,0
0,1.0000,0.620538,2.723758,-0.633074,0.154518,0.510063,0
0,0.9100,-1.097288,-0.911130,-0.190509,-0.910866,-0.934363,0
0,1.0000,-0.810984,0.906314,-0.633074,-0.949171,-0.934363,0
0,1.0000,2.839396,0.361081,0.252057,-0.265697,-0.212150,0
0,1.0000,0.835266,-0.911130,-0.633074,-0.265697,-0.212150,0
0,1.0000,0.119505,-0.365897,-0.633074,-0.417337,-0.212150,0
0,0.1900,-0.882560,0.724569,-0.633074,-0.265697,-0.212150,0
0,0.2200,-0.667832,0.542825,-0.000838,1.025830,1.232275,0
0,0.6300,-0.739408,1.451547,-0.633074,-0.925859,-0.934363,0
0,1.0000,1.121570,-1.092874,-0.633074,0.669605,0.510063,0
0,1.0000,-1.383592,0.906314,1.579753,1.191981,1.232275,0
0,1.0000,-0.381527,0.361081,-0.633074,1.136602,1.232275,0
0,1.0000,-0.667832,-0.002408,-0.633074,-1.197720,-1.656575,0
0,0.7800,0.405810,0.906314,-0.316956,0.077284,-0.212150,0
0,0.3900,-0.524680,-1.274619,0.125610,0.344041,0.510063,0
0,0.5900,-0.739408,0.542825,-0.633074,0.081882,-0.212150,0
0,1.0000,-0.238375,0.906314,-0.633074,-2.151292,-1.656575,0
0,0.6100,-0.810984,0.361081,-0.633074,0.869869,1.232275,0
0,0.0300,-0.095223,-0.184152,-0.127285,0.016185,-0.212150,0
0,1.0000,1.694179,0.724569,-0.633074,-0.666304,-0.212150,0
0,0.9200,-0.882560,-0.729386,-0.633074,1.982404,1.954488,0
0,1.0000,-0.023647,0.906314,-0.633074,-0.903526,-0.934363,0
0,1.0000,-0.238375,0.179336,-0.633074,-0.154917,-0.212150,0
0,0.4400,-1.884625,1.088058,2.211990,-0.356606,-0.212150,0
0,0.7300,0.835266,-0.547641,-0.633074,-0.910866,-0.934363,0
0,1.0000,1.622603,-0.729386,-0.633074,-1.679070,-1.656575,0
0,1.0000,2.553092,1.269803,-0.633074,1.319981,1.232275,0
0,1.0000,0.334233,0.906314,-0.633074,1.319981,1.232275,0
0,0.6900,1.908907,0.361081,-0.633074,1.319981,1.232275,0
1,1.0000,0.548962,-0.547641,0.125610,0.851324,0.510063,0
0,0.2600,-1.669897,-0.911130,1.579753,0.696960,0.510063,0
0,0.0300,-0.453103,-0.911130,-0.633074,0.851324,0.510063,0
0,0.5000,0.692114,-0.184152,-0.633074,-1.149305,-1.656575,1
0,0.2800,1.765755,-0.365897,1.010741,-0.274567,-0.212150,0
0,0.1200,-0.954136,-1.092874,0.125610,0.851324,0.510063,0
0,1.0000,-0.095223,-0.547641,-0.633074,0.634321,0.510063,0
0,0.0200,-1.312016,-1.092874,2.211990,2.243436,1.954488,0
0,1.0000,1.049994,0.542825,-0.633074,0.204970,0.510063,0
0,0.9600,-0.023647,1.451547,1.895872,-0.450516,-0.212150,0
0,0.4500,1.049994,0.542825,-0.633074,-1.864439,-1.656575,0
0,1.0000,-1.168864,0.361081,0.252057,0.582421,0.510063,0
0,0.0300,-1.455169,-0.911130,1.010741,1.180340,1.232275,0
0,0.5300,-0.524680,0.542825,-0.633074,1.763663,1.954488,0
0,0.5200,0.620538,-0.547641,-0.633074,-0.680497,-0.212150,0
0,0.5400,-0.238375,-0.729386,-0.633074,-1.007898,-0.934363,0
0,0.0400,0.548962,1.088058,3.666133,-0.367145,-0.212150,0
0,0.9500,0.334233,0.542825,-0.633074,1.391703,1.232275,0
0,0.2200,0.763690,0.361081,0.757846,1.391703,1.232275,0
0,0.2400,1.193146,-0.911130,-0.633074,0.958635,1.232275,0
0,0.4900,-1.312016,-1.092874,0.757846,0.692982,0.510063,0
1,1.0000,-1.312016,0.906314,0.694622,0.359208,0.510063,0
0,1.0000,-0.524680,-0.729386,-0.633074,-1.149305,-1.656575,0
0,0.7000,2.481516,1.451547,-0.633074,-0.188075,-0.212150,0
0,1.0000,3.125701,0.361081,-0.633074,-0.910866,-0.934363,0
0,0.5000,0.262657,-0.184152,-0.633074,1.686634,1.232275,0
0,1.0000,0.262657,-0.365897,-0.633074,0.634321,0.510063,0
0,0.1900,-0.453103,-0.184152,-0.633074,0.711883,0.510063,0
0,1.0000,-1.526745,0.724569,0.252057,0.304116,0.510063,0
0,0.4200,-1.025712,0.906314,-0.633074,0.740196,0.510063,0
0,0.7000,-0.667832,0.906314,-0.380180,1.183960,1.232275,0
0,1.0000,0.262657,-0.184152,-0.633074,1.676607,1.232275,0
0,0.2400,0.692114,0.542825,-0.633074,-0.246264,-0.212150,0
0,0.4700,-0.238375,1.451547,-0.190509,-0.469525,-0.212150,0
0,1.0000,0.191081,0.361081,-0.633074,-0.685313,-0.212150,0
0,0.1400,-0.596256,0.179336,1.895872,-1.094390,-0.934363,0
0,0.6600,-0.524680,0.906314,-0.633074,-1.094390,-0.934363,0
0,0.6100,-1.312016,0.361081,0.252057,-0.386106,-0.212150,0
0,0.3700,-1.312016,-0.184152,-0.190509,-0.386106,-0.212150,0
1,0.1100,-1.383592,0.906314,0.504951,-0.311605,-0.212150,0
0,0.3600,-0.023647,-0.365897,0.252057,-0.311605,-0.212150,0
0,1.0000,1.694179,-0.184152,-0.633074,1.209046,1.232275,0
0,0.7500,1.121570,1.088058,-0.633074,-1.342443,-1.656575,0
0,1.0000,-0.524680,-0.184152,-0.633074,1.077788,1.232275,0
0,0.4900,0.906842,-0.911130,-0.633074,1.319981,1.232275,0
0,0.3300,1.694179,-0.729386,-0.633074,-1.025940,-0.934363,0
0,1.0000,-0.023647,2.360269,-0.633074,-1.495547,-1.656575,0
0,0.7500,0.334233,-0.184152,-0.633074,1.006446,1.232275,0
0,0.7400,0.405810,1.633291,1.263635,0.517386,0.510063,0
0,0.6800,1.193146,2.542013,-0.633074,0.517386,0.510063,0
0,1.0000,-0.453103,2.905502,0.125610,-0.957174,-0.934363,0
0,1.0000,-0.810984,1.451547,-0.380180,-1.126655,-1.656575,0
0,1.0000,-0.596256,0.724569,-0.633074,-1.126655,-1.656575,0
0,1.0000,0.191081,-1.092874,-0.633074,-1.473821,-1.656575,0
0,0.9800,0.334233,1.269803,-0.633074,-1.073918,-0.934363,0
0,0.9800,3.268853,1.269803,-0.633074,-2.602223,-1.656575,0
0,0.1300,2.338364,-1.092874,0.125610,-1.679070,-1.656575,0
0,0.8600,2.338364,-1.092874,-0.633074,-1.679070,-1.656575,0
0,1.0000,-1.025712,-0.547641,-0.633074,-0.007649,-0.212150,0
0,0.5500,0.763690,-0.002408,-0.633074,-0.333630,-0.212150,0
0,1.0000,-0.739408,0.724569,-0.633074,0.634321,0.510063,0
0,0.1300,-1.383592,0.724569,0.504951,-1.265177,-1.656575,0
0,0.1000,-0.524680,0.179336,1.010741,-1.326066,-1.656575,0
0,1.0000,0.405810,1.633291,-0.633074,-0.774659,-0.934363,0
0,0.8200,0.548962,-1.092874,1.263635,2.243436,1.954488,0
0,0.3000,-1.097288,0.906314,0.188833,1.504547,1.232275,0
0,1.0000,1.551027,-0.911130,-0.633074,-0.295083,-0.212150,0
0,0.5000,-0.023647,1.088058,-0.633074,0.284929,0.510063,0
0,0.4700,-1.312016,0.361081,0.504951,-1.518197,-1.656575,0
0,0.0600,-1.455169,-0.911130,0.757846,0.131043,0.510063,0
0,1.0000,-1.097288,-0.729386,-0.633074,-1.223686,-1.656575,0
0,0.0300,0.906842,-0.911130,-0.633074,-0.768967,-0.934363,0
0,0.3200,0.548962,-1.092874,-0.633074,-0.274567,-0.212150,0
1,0.4300,-0.882560,-0.365897,0.125610,1.271577,1.232275,0
0,0.6900,-1.383592,0.906314,1.263635,0.612393,0.510063,0
0,0.1800,-0.596256,1.269803,-0.633074,0.246870,0.510063,0
0,1.0000,1.765755,-0.184152,-0.633074,-0.463113,-0.212150,0
0,1.0000,1.908907,0.906314,-0.633074,-1.619876,-1.656575,0
0,0.2000,-0.739408,1.633291,0.757846,-1.910746,-1.656575,0
1,1.0000,0.477386,0.542825,-0.190509,-0.171238,-0.212150,0
0,1.0000,1.049994,1.269803,-0.633074,0.405402,0.510063,0
0,0.7200,1.193146,-0.184152,0.125610,-0.786229,-0.934363,0
0,0.9600,-0.739408,2.178524,1.895872,-1.592578,-1.656575,0
