MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
1.6351,23,4.99502,1.0995,697,3.46766,32.79,-115.55,0.596
6.1142,23,6.36164,1.02897,3281,3.27772,33.79,-118.02,2.404
4.8036,11,6.16543,1.05432,1101,2.71852,36.83,-119.85,1.416
6.2907,15,5.97492,1.04012,3838,3.84955,37.29,-121.81,2.531
4.2188,17,6.02479,1.10744,431,3.56198,37.54,-120.72,1.313
1.6103,44,4.82283,1.13189,1330,2.61811,36.07,-119.01,0.509
3.0445,36,4.04281,1.03058,1211,1.85168,32.76,-117.15,2.148
1.9167,36,7.50667,1.75333,482,3.21333,37.75,-122.19,0.828
11.5199,3,7.68293,0.934959,337,2.73984,33.69,-118.01,5.00001
2.975,37,4.31415,1.02158,1088,2.60911,34.13,-118.23,2.445
4.4435,35,6.19184,1.04898,658,2.68571,34.14,-117.27,0.976
4.2437,35,5.83668,1.0201,1741,4.37437,33.91,-118.03,1.641
1.9063,18,5.66197,1.07042,213,3,37.06,-120.08,0.958
1.6184,52,2.1704,1.06024,2309,3.97418,34.06,-118.28,2.25
4.7475,28,5.32551,1.06452,2100,2.05279,37.88,-122.5,4.746
8.6572,20,8.13043,1.02717,1105,3.00272,38.58,-121.35,3.202
1.3889,16,5.5,1.08333,188,2.61111,40.17,-122.72,0.875
3.0824,33,3.76945,1.08069,2175,6.26801,33.73,-117.89,1.774
4.1,21,5.81603,1.03811,1856,2.4389,38.49,-121.51,1.583
6.6603,9,6.20664,1.0738,1015,3.74539,33.82,-117.86,2.309
2.2,14,3.60523,1.18787,1691,2.0107,34.09,-118.34,2.1
1.8315,28,4.5102,1.07908,1066,2.71939,37.67,-120.99,0.905
7.8915,3,7.79976,1.12332,2129,2.59951,33.53,-117.73,4.206
8.2883,34,6.61883,0.973094,613,2.74888,37.37,-122.21,5.00001
5.8418,15,6.83146,0.932584,572,3.21348,38,-122.27,2.403
3.3125,19,4.42146,1.14592,2548,2.18712,37.97,-122.33,1.588
4.0938,35,5.44637,0.955017,1088,3.76471,34.12,-117.88,1.653
3.0962,38,4.4475,1.0325,1061,2.6525,37.68,-122.1,1.809
2.3333,32,5.81698,1.14058,1074,2.84881,34.65,-120.47,1.302
3.0912,40,4.39626,1.00187,1430,2.6729,36.84,-121.4,1.553
1.2786,39,2.14009,1.09052,1765,3.80388,34.05,-118.3,1.219
5.1506,20,6.20173,1.09068,3083,1.90191,36.55,-121.87,3.875
2.6875,39,3.63325,1.14181,758,1.8533,34.43,-119.7,3.206
4.9,5,5.21519,1.22785,1727,1.82173,33.6,-117.75,2.556
4.6607,29,4.7301,0.979239,2630,3.03345,34.22,-118.53,1.998
5.2614,24,5.99575,0.936306,1480,3.14225,32.87,-116.94,1.772
5.2145,28,6.80741,1.01111,899,3.32963,37.96,-121.96,2.292
4.1099,10,6.83491,1.12554,3176,2.73087,40.57,-122.42,1.201
5.2561,19,6.15965,0.955654,1092,2.42129,36.32,-119.33,1.213
2.8418,26,3.5008,1.1152,2435,1.948,34.03,-118.41,3.273
3.0217,22,4.98387,1.10081,615,2.47984,38.76,-120.6,1.069
4.3429,9,6.17828,1.06971,2582,3.46113,33.26,-117.26,1.739
3.1029,18,4.94545,1.11212,769,2.3303,39.16,-121.57,0.717
2.4107,38,5.36232,1.18116,332,2.4058,34.15,-117.3,0.88
3.7857,39,5.66351,1.05213,1246,2.95261,34.06,-118.14,2.457
6.8553,33,6.7607,1.05615,2021,2.70187,33.81,-118.37,4.822
3.5795,12,6.85758,1.24242,913,2.76667,37.47,-121.11,1.456
5.3806,17,7.69706,1.19744,3409,2.56895,34.24,-119.09,4.521
1.8365,43,4.41951,1.17073,458,2.23415,32.79,-117.25,3.286
3.4331,11,5.15529,1.19411,1847,2.47256,38.68,-121.8,1.206
5.3244,28,5.19751,1.05249,1967,2.71685,33.87,-118.32,2.719
4.6417,17,6.8292,1.07438,1219,3.35813,34.69,-118.12,1.257
3.0417,35,4.05097,1.0801,1870,4.53883,33.92,-118.21,1.173
1.65,41,3.88175,1.05398,1408,3.61954,33.94,-118.26,0.942
4.0833,41,6.59859,1.11268,396,2.78873,36.06,-119,0.813
3.1325,27,4.37809,1.05556,2141,3.30401,33.89,-118.36,2.15
3.0489,33,4.36161,1.03571,1293,2.88616,37.66,-122.1,1.526
3.06,21,3.90456,1.0083,903,1.87344,32.74,-117.16,2.438
4.1389,19,4.47872,1.02926,1224,3.25532,37.42,-121.91,1.741
6.3434,30,6.04296,1.1074,1056,2.52029,33.89,-118.39,4.604
3.9167,52,5.37615,0.986239,489,2.24312,37.88,-122.28,2.356
3.6771,31,4.70526,1.06842,883,4.64737,33.93,-118.05,1.415
6,34,6.5663,1,1055,2.91436,34.23,-118.23,3.671
2.9706,17,5.29029,1.05062,1470,1.5186,37.4,-122,0.813
1.8156,40,2.50041,0.993459,3953,3.23222,34.09,-118.3,2.188
3.875,45,4.59516,1.00346,720,2.49135,34.18,-118.34,2.269
4.3898,52,5.32662,1.10067,1485,3.32215,37.73,-122.44,2.7
2.7092,35,4.38995,1.04067,774,1.85167,33.8,-118.12,2.563
3.125,22,4.89701,1.05648,2600,4.31894,34.04,-117.75,1.136
4.1518,22,5.66307,1.07547,1551,4.18059,32.58,-117.05,1.369
3.443,18,4.73111,1.04804,5325,3.11951,33.99,-117.9,1.719
0.7286,46,3.37545,1.0722,582,2.10108,37.81,-122.29,0.952
2.875,13,5.24848,1.52727,369,2.23636,37.69,-120.15,0.702
3.0833,29,5.43411,0.981912,1124,2.90439,38.69,-121.37,0.87
3.9722,27,4.61927,1.09636,1877,2.20564,37.55,-122.31,3.541
6.2296,26,7.21667,0.966667,533,2.96111,37.94,-121.94,2.917
1.439,17,3.79775,1.0427,833,1.87191,38.4,-122.71,1.406
3.045,26,4.44364,1.07239,3596,3.71872,33.78,-117.91,1.84
2.29,50,3.65455,1.04156,1526,3.96364,34.05,-118.2,1.218
3.6639,25,5.12648,1.11726,1848,2.43478,34.12,-118.06,2.481
6.6125,42,6.25648,1.04323,887,2.5562,37.93,-122.53,3.932
10.0595,26,8.69231,1.07692,573,3.14835,34.19,-118.9,5.00001
2.5625,12,7.02053,1.29912,877,2.57185,38.82,-122.5,1.092
1.7184,11,4.00617,1.00412,2104,4.32922,36.78,-120.39,0.552
4.75,35,5.62698,1.10317,1247,3.29894,33.86,-117.94,1.856
2.5043,41,5.46522,1.17826,828,3.6,37.75,-122.17,0.923
4.5592,25,4.65123,1.04012,4458,2.29321,33.81,-118.36,3.788
2.4083,52,6.72174,1.24348,377,3.27826,37.81,-122.28,0.982
5.1496,27,5.2243,1.12523,1073,2.00561,34.15,-118.42,3.65
3.8177,21,5.14014,1.14014,1164,2.76485,32.96,-115.56,1.072
2.9922,17,4.62454,1.14684,1287,2.39219,37.7,-122.12,1.799
6.9533,44,7.60802,1.01235,843,2.60185,37.55,-122.34,5.00001
13.947,29,8.49482,1.05278,2919,2.75118,34.11,-118.51,5.00001
3.0086,27,5.25442,1.18805,863,1.90929,38.61,-121.38,1.269
5.6015,33,5.91361,0.937173,2037,2.66623,34.08,-117.87,2.672
4.625,19,6.15571,1.0173,1439,2.48962,33.01,-117.05,2.111
4.4375,29,6.57621,1.10409,703,2.61338,34.41,-119.73,3.5
5.0698,25,6.61,1.102,1149,2.298,36.81,-119.82,1.509
3.75,42,4.74779,0.973451,804,3.55752,34.21,-118.35,1.726
2.8438,26,4.63905,1.04734,662,3.91716,33.76,-117.92,1.743
4.5189,45,5.63701,1.06406,1341,2.38612,32.69,-117.17,4.222
4.9148,16,5.47021,1.10467,1924,3.09823,33.71,-117.87,1.555
5.6513,26,7.19363,1.06631,1389,3.68435,34,-117.85,2.279
2.75,39,4.10949,1.0073,682,4.9781,34.04,-118.17,1.5
2.5401,32,4.82927,0.969871,1916,2.74892,38.13,-121.28,1.254
3.2132,39,5.51754,1.07456,988,4.33333,34.06,-118.04,1.761
2.2969,20,4.87391,1.06087,766,3.33043,33.04,-115.62,0.62
2.625,43,4.08756,1.00922,965,4.447,34.02,-118.18,1.339
4.0357,30,4.8971,0.894459,1103,2.91029,32.73,-116.99,1.538
3.6196,9,4.10922,1.2116,469,1.60068,33.57,-117.7,1.199
3.02,9,4.12681,1.03865,2521,3.04469,32.69,-117.04,1.589
2.2843,28,3.78922,1.13971,974,2.38725,34.12,-118.23,1.838
4.0039,35,4.92904,0.991749,1561,2.57591,33.94,-118.14,2.265
4.15,46,4.03922,0.862745,134,2.62745,37.42,-122.14,2.65
3.3125,26,5.28317,1.0099,1437,2.84554,39.07,-121.7,1
0.8941,33,4.96429,1.26786,266,4.75,34.06,-118.18,0.982
4.0815,21,5.16667,1.00269,1130,3.03763,37.79,-121.23,1.179
1.6647,35,4.29011,1.03275,3814,2.54947,38.59,-121.52,0.691
2,32,3.74133,1.064,1506,4.016,33.98,-118.2,1.727
3.8565,39,4.9628,1.00789,2941,3.31567,37.65,-122.42,2.398
3.0156,37,4.81874,1.05223,2048,3.14593,37.33,-121.87,2.703
3.1103,26,3.95078,1.06865,2153,2.78886,34.1,-118.13,2.141
3.1912,20,3.89474,1.08201,1770,2.16646,33.73,-117.99,2.208
4.1276,13,4.42994,0.963376,1749,2.78503,33.81,-118,1.538
3.875,52,4.57732,1.06186,376,1.93814,34,-118.46,3.72
2.5504,26,3.72555,1.10936,2742,2.88328,33.96,-118.36,1.513
3.0972,34,6.45291,1.13453,607,2.72197,36.31,-119.29,0.828
0.8024,48,5.13665,1.22981,396,2.45963,39.51,-121.55,0.583
3.0197,26,4.4637,0.955504,1325,3.10304,33.21,-117.26,1.36
1.947,24,5,1.16854,1180,4.41948,36.77,-120.41,0.689
3.0812,38,4.62834,1.09856,951,1.95277,37.8,-122.21,2.331
2.4792,26,6.12912,1.15659,987,2.71154,40.71,-122.95,0.888
5.8362,32,6.51103,1.08824,995,3.65809,33.77,-118.01,2.175
3.775,25,5.20755,1.125,1084,2.5566,34.1,-117.87,1.917
2.75,19,3.73563,0.850575,354,4.06897,33.93,-118.24,0.906
5.0871,36,5.08197,1.00273,794,2.1694,37.39,-122.1,3.545
2.0879,38,3.89621,1.05107,2259,3.72158,34.03,-118.36,1.207
2.6875,31,5.65772,0.939597,453,3.04027,36.72,-119.67,1.538
3.5333,10,5.15443,1.01682,1823,2.78746,38.14,-121.26,1.168
2.9338,11,5.97716,1.05546,1686,2.75041,40.65,-122.31,1.416
3.6646,7,6.00245,1.09559,1217,2.98284,34.48,-117.22,1.099
2.6466,14,4.89354,1.02443,1083,1.89005,38.04,-122.15,1.685
3.3629,8,4.11504,1.05841,1511,2.67434,33.75,-117.92,1.375
4.7188,36,6.00833,1.01944,915,2.54167,32.8,-117.09,1.741
3.5076,39,4.08,1.06933,1074,2.864,34.03,-118.48,3.818
6.0666,30,6.44606,1.00875,844,2.46064,37.84,-122.2,3.115
5.8083,10,5.69403,1.26493,705,2.6306,34,-118.4,3.218
3.125,42,4.96847,1.01577,989,2.22748,37.94,-122.34,1.439
2.7679,50,5.02582,1.05869,1777,4.17136,34.11,-118.24,1.788
6.0335,38,5.25287,1.01149,519,2.98276,33.86,-118.33,2.554
3.2448,52,5.4878,0.979675,752,3.05691,37.73,-122.45,2.662
3.0721,37,5.57978,1.03146,1072,2.40899,37.67,-121.01,1.081
3.5887,44,5.26379,1.07674,1377,3.30216,34.19,-118.16,1.535
5.6306,5,5.95839,1.03156,2435,3.49354,37.33,-121.76,2.862
2.2059,35,2.74849,0.997988,2160,4.34608,33.98,-118.23,1.5
4.3409,40,5.13488,1.04186,669,3.11163,36.98,-121.99,2.563
8.1872,52,8.26829,1.03252,1005,2.72358,37.82,-122.23,4.661
4.5417,25,5.06587,0.986028,1185,2.36527,37.65,-122.1,1.944
2.7333,38,3.92096,1.14433,1028,3.53265,37.36,-121.9,1.825
3.4044,18,6.17123,1.13699,945,3.2363,36.68,-119.41,1.153
3.0047,9,4.00811,1.04054,1430,1.93243,37.37,-122.03,2.56
4.6429,36,6.08917,1.01274,416,2.64968,33.85,-118.1,2.237
7.2692,40,6.81643,1.07005,907,2.19082,34.13,-118.31,4.987
2,17,7.28916,1.91566,416,5.01205,37.31,-120.35,0.875
5.7704,17,5.74497,1.17714,1619,2.03392,33.72,-118.06,5.00001
1.0714,31,3.01232,1.21655,1092,1.92254,33.77,-118.19,1.5
3.7841,26,6.19315,1.18069,905,2.81931,39.33,-120.2,1.095
8.2787,27,6.93506,1.1039,243,3.15584,34.33,-118.75,3.3
2.3783,28,5.02368,1.04737,1140,3,37.68,-121.04,0.814
2.949,17,4.83237,1.01742,3183,2.30987,32.83,-116.97,1.173
5.3057,26,4.59687,1.0875,1089,3.40313,37.44,-121.88,2.264
5.6629,36,5.66512,0.983256,3081,2.86605,37.46,-122.23,3.436
2.7634,19,4.71592,1.02939,1711,1.39673,33.62,-117.72,0.869
2.5129,18,5.26506,1.04819,1335,2.29776,37.98,-120.42,1.159
5.5608,35,5.94882,1.07874,873,3.43701,34.28,-118.48,2.267
4.4038,45,4.57185,0.894428,891,2.6129,33.98,-118.36,2.594
2.2167,18,3.78247,1.08442,1119,3.63312,36.01,-120.12,0.485
2.473,44,5.29863,1.0274,750,2.05479,34.17,-118.33,2.518
3.3897,37,4.82787,0.97541,375,3.07377,34.19,-118.32,2.227
4.2037,23,6.14613,0.974212,1022,2.92837,38.67,-121.3,1.254
6,27,5.21053,1.07018,513,3,33.63,-117.95,3.815
5.5584,23,6.96789,1.08486,1501,3.44266,33.63,-117.7,2.417
3,46,4.6871,0.987097,817,2.63548,37.72,-122.47,2.467
3.3125,22,6.17555,1.04075,1066,3.34169,36.79,-119.9,1.061
5.9175,38,6.25301,1.08735,988,2.9759,34.11,-118.03,4.169
4.3214,37,5.15139,0.986056,1208,2.40637,37.46,-122.22,3.427
4.835,11,6.51551,1.02506,2645,3.15632,38.73,-120.91,2.306
1.8929,41,6.74,1.3,198,3.96,34.21,-118.36,1.529
1.3977,26,4.71538,1.14615,431,3.31538,34.05,-117.33,0.731
3.3173,18,5.64537,1.12367,2837,2.32351,34.65,-118.29,2.184
3.6375,24,4.93906,1.05956,1697,2.35042,32.78,-117.16,1.786
5.1435,22,6.85588,1.05588,1086,3.19412,37.99,-121.81,1.508
2.0577,16,5.76506,1.34337,828,2.49398,38.96,-122.62,0.69
2.2969,29,4.19174,1.36283,520,1.53392,33.54,-117.78,4.5
4.0769,32,5.39259,0.992593,837,6.2,33.73,-117.89,1.639
1.3824,46,2.66419,1.01239,2075,2.57125,37.76,-122.42,2.125
5.3988,8,7.04348,1.02536,814,2.94928,37.05,-120.84,1.655
4.8105,23,6.17769,1.07393,2198,2.85084,34.42,-119.28,3.13
1.7165,30,4.34568,1.00617,1184,3.65432,36.54,-119.39,0.591
2.3844,9,4.14044,1.013,1929,2.50845,38.66,-121.37,0.86
4.625,21,6.58916,1.11964,984,2.22122,32.78,-117.08,2.228
3.1475,28,4.39373,1.07317,991,1.72648,34.06,-118.38,3.625
3.0417,44,4.33333,1.10442,1249,5.01606,34.04,-118.18,1.417
3.9417,33,6.1949,1.00928,1256,2.91415,32.8,-117.14,1.798
4.4784,35,4.86614,1.00525,1115,2.92651,33.87,-117.95,1.852
7.4678,15,6.59446,1.07341,2009,2.41757,37.48,-122.29,5.00001
4.825,40,5.37965,1.13503,1375,2.6908,34.13,-118.22,2.058
1.2542,42,3.25357,1.13571,1372,2.45,38.58,-121.51,0.76
3.8929,19,4.97429,1.02571,1126,2.8946,34.1,-117.81,1.446
3.6597,21,5.96212,1.17172,1146,2.89394,34.17,-119.17,1.951
2.1667,37,3.27215,1.05696,2173,4.58439,34.02,-118.26,1.177
1.7546,50,1.62551,0.954733,948,3.90123,34.03,-118.27,1.75
5.0866,35,5.55985,1.03089,743,2.86873,37.36,-121.98,2.546
1.5625,5,2.57718,0.879195,410,2.75168,34.19,-119.18,0.875
3.1104,24,3.83977,1.06744,3792,2.18559,33.95,-118.13,2.3
5.7211,23,6.46509,1.13964,1843,2.07545,37.43,-122.21,5.00001
1.625,33,4.49107,1.04762,1734,5.16071,36.53,-119.29,0.503
4.1023,46,4.80859,0.902344,793,3.09766,33.92,-118.36,2.268
2.5125,52,3.72315,1.07637,700,1.67064,37.97,-122.53,2.708
5.3905,12,7.09497,1.13687,1958,2.73464,33.08,-117.26,2.996
3.233,33,5.16684,1.05666,3502,3.67471,34.08,-117.34,0.994
2.735,26,5.67279,1.01961,2902,3.55637,38.49,-121.49,0.746
3.6761,18,4.40358,1.11433,1894,2.60882,33.82,-117.89,1.405
6.9133,8,5.97647,1.02647,862,2.53529,33.68,-117.8,2.741
3.3269,52,4.61004,1.07915,1121,2.16409,37.77,-122.27,2.345
2.9286,31,3.948,1.068,619,2.476,32.76,-117.1,1.518
2.7917,43,4.76587,1.15873,840,3.33333,33.94,-118.28,1.056
3.0089,24,5.9395,1.50178,589,2.09609,38.89,-120.01,1.008
5.6286,23,6.36913,1.01342,399,2.67785,37.51,-122.46,4.113
1.4936,15,11.8898,2.71822,1015,2.15042,34.19,-114.31,0.669
4.0052,30,4.23774,1.03648,2032,2.55597,34.13,-118.2,1.964
3.3958,26,5.79508,1.02459,1125,3.07377,39.18,-121.67,0.946
3.0694,6,5.79167,1.24074,544,2.51852,33.46,-116.76,1.734
5.5581,36,6.11847,1.03484,798,2.78049,33.84,-118.11,2.183
4.9196,37,4.86667,0.886275,621,2.43529,33.84,-118.3,2.324
3,39,4.62893,0.949686,1036,3.25786,33.92,-118.28,1.1
4.3636,28,6.13802,1.0625,1162,3.02604,34.67,-118.22,1.797
2.619,20,4.32635,0.967066,573,1.71557,32.65,-117.09,1.458
5.9175,19,7.14157,0.975904,944,2.84337,36.78,-121.71,2.402
4.5042,9,7.12913,1.11712,884,2.65465,39.04,-121.07,2.064
6,20,6.00771,0.963391,1405,2.70713,38.87,-121.19,2.094
2.5387,20,4.18526,1.00316,3866,4.06947,37,-121.56,1.601
2.8977,19,5.07267,1.18605,2818,4.09593,34.09,-117.63,1.262
4.7877,11,6.0874,1.02852,3710,3.41306,33.95,-117.24,1.326
3.4,38,4.87768,0.960245,1181,3.61162,34.3,-118.44,1.555
1.2679,30,4.60784,1.03431,1071,5.25,33.94,-118.24,0.92
2.2917,34,4.36786,1.00357,824,2.94286,37.74,-122.17,0.925
2.25,16,4.33111,1.10942,2737,2.60419,33.14,-117.05,1.363
3.5586,26,2.84414,1.09443,2374,2.7008,37.39,-122.01,2.222
4.9306,17,4.63525,0.967213,622,2.54918,33.85,-117.86,1.585
1.962,17,4.07132,1.06829,1410,2.13961,38.67,-121.33,1.302
1.6725,47,2.06386,1.04144,4225,2.87024,34.06,-118.31,1.875
3.3611,42,4.32616,0.996416,699,2.50538,37.75,-121.43,1.176
3.0724,45,3.03509,0.736842,230,4.03509,33.98,-118.24,1.107
3.3654,23,6.375,1.33565,887,2.05324,39.31,-123.81,2.25
3.7,29,5.88308,1.03385,859,2.64308,40.19,-122.24,0.705
2.4348,31,2.67806,1.19424,1793,3.22482,34.07,-118.3,2.306
1.9621,27,4.079,1.13098,1492,3.10187,33.85,-117.93,1.181
3.1065,48,4.97895,1.03158,1034,2.17684,37.88,-122.29,2.292
2.9891,26,4.65139,1.00398,1121,2.23307,33.82,-117.97,2.052
1.5917,28,5.45136,1.13619,967,3.76265,37.3,-120.4,0.894
3.226,52,5.37247,0.947368,1157,2.34211,37.96,-121.31,1.076
2.8281,14,6.10811,1.33977,825,3.18533,34.03,-117.33,1.063
4.2562,45,5.74745,1.09949,1382,3.52551,37.71,-122.45,2.216
2.0958,52,4.73596,1.05899,982,2.75843,34,-118.3,1.164
2.75,24,3.52911,1.09314,2023,2.61708,33.92,-118.35,2.397
1.9286,33,3.91277,1.03115,1315,4.09657,32.71,-117.12,0.785
1.6445,18,3.97331,1.02809,1751,2.45927,37.53,-120.86,1.569
2.2262,4,4.01217,1.10949,1030,2.50608,33.65,-117.84,2.25
6.9695,18,7.58717,1.03342,3727,3.36676,33.98,-117.99,3.604
6.4797,25,7.52964,0.988142,865,3.41897,32.8,-117.05,2.49
6.2452,16,6.6569,0.941423,926,3.87448,33.71,-117.89,2.663
3.625,29,4.21352,1.08756,1059,1.62673,33.72,-118.16,5
4.9674,45,6.01,1.0625,926,2.315,37.99,-122.57,3.201
3.5357,26,6.468,1.116,2745,10.98,32.63,-117.17,0.675
4.0042,52,4.21622,1.14865,410,2.77027,37.76,-122.39,2.083
5.7192,14,5.67806,0.961538,2065,2.9416,32.68,-117.02,2.674
3.7826,5,4.36321,1.17099,1657,1.95401,33.79,-118.15,1.963
4.175,52,5.39669,1.05785,296,2.44628,37.78,-122.17,1.44
2.475,40,5.61739,1.17826,504,2.1913,36.62,-121.91,2.583
2.7361,14,4.20661,0.983471,1224,3.3719,32.57,-117.07,0.936
2.6917,24,4.35146,1.07531,1976,4.13389,34.09,-118.02,1.7
4.6324,15,5.17386,1.0414,5278,3.12123,34.04,-117.91,1.688
2.3716,52,3.94157,1.01573,1849,4.15506,34.03,-118.2,1.228
3.5524,27,5.79157,0.936768,1271,2.97658,35.4,-118.96,0.891
3.75,52,5.02479,1.06887,799,2.2011,37.77,-122.46,4.357
1.6632,27,4.86446,1.06928,1380,4.15663,35.35,-118.99,0.498
1.2012,27,4.32286,1.06857,839,2.39714,36.32,-119.29,0.646
2.5885,28,6.26791,1.37239,3470,2.58955,33.84,-116.53,1.59
4.0234,38,4.92453,1,981,3.08491,33.9,-118.26,1.119
8.0144,16,8.19186,1.4186,970,5.63953,34.07,-118.86,5.00001
3.0804,14,6.16228,1.17982,660,2.89474,39.11,-121.22,1.568
2.7477,52,4.33333,1.13872,918,1.90062,37.81,-122.24,2.438
1.8281,44,3.78,0.893333,565,3.76667,34.11,-117.27,0.629
3.9167,35,5.77124,1.03922,1933,2.10566,38.58,-121.43,1.557
5.2049,37,5.0902,0.94902,750,2.94118,34.12,-118.22,2.408
2.4375,15,5.12844,1.0581,858,2.62385,40.15,-122.25,0.592
4.3487,29,5.93071,1.02622,1554,2.91011,38.65,-121.84,2.007
3.5606,30,4.85169,1.10805,1272,2.69492,32.84,-117.18,1.651
1.586,14,4.08707,1.07891,3535,4.80952,36.61,-119.55,0.569
2.9054,44,5.20619,1.01203,1373,2.35911,38.31,-122.27,1.552
4.0156,35,4.58113,1.13208,478,1.80377,33.99,-118.46,5.00001
2.5865,47,4.68182,1.04196,794,2.77622,38.12,-122.25,1.098
5.4386,33,6.17834,1.0414,877,2.79299,37.28,-121.96,2.804
4.4,22,6.58252,1.3301,336,3.26214,38.53,-122.27,1.425
1.2275,38,4.0468,1.20443,1196,2.94581,34.53,-117.3,0.641
3.2757,24,4.70823,1.06427,2718,3.49357,34.35,-119.08,1.86
2.364,21,4.8171,1.11332,1098,2.1829,38.29,-122.46,1.733
5.5184,25,6.0303,1.01732,1669,3.61255,34.44,-119.89,2.683
0.7007,30,3.64,1.02429,2086,2.98,33.85,-118.18,1.344
4.625,21,6.50764,1.01019,1645,2.79287,32.76,-116.99,2.735
3.9286,10,3.40145,1.03255,1769,3.19892,33.81,-118.27,1.14
3.0938,34,5.71956,1.13838,1155,2.131,35.14,-120.68,2.459
3.0156,27,4.88235,0.959276,1220,2.76018,37.93,-122.33,1.115
5.5926,30,6.46724,1.02279,974,2.77493,37.92,-122.5,3.009
3.125,19,6.51767,1.13781,1544,2.72792,41.43,-122.49,0.761
3.8125,37,3.9422,0.99422,813,4.69942,34.05,-118.01,1.38
4.869,35,5.3726,0.9375,1148,2.75962,34.27,-118.5,2.216
4.5523,52,5.25323,1.18548,1045,1.68548,37.8,-122.44,5.00001
3.1103,16,5.4213,1.08796,659,3.05093,33.86,-117.26,1.1
3.9643,27,4.42512,1.00242,1480,3.57488,34.16,-119.18,1.86
4.3646,41,4.48974,1.00587,1119,3.28152,33.88,-118.14,1.614
4.3008,37,5.86269,0.940299,915,2.73134,38.02,-121.33,1.198
1.3403,43,4.2,1.11282,1213,3.11026,34,-118.27,1.108
1.832,39,5.11515,0.975758,535,3.24242,39.45,-121.94,0.705
2.6123,37,4.17937,1,1904,3.02222,33.93,-117.95,1.613
1.951,17,3.83845,1.08144,1876,2.50467,38.67,-121.79,1.525
4.7147,12,5.25148,0.975089,2400,2.84698,34.08,-117.61,1.587
3.3555,52,3.96154,1.11172,1447,2.65018,37.75,-122.42,2.75
3.7585,18,5.61826,1.12575,1454,2.17665,38.58,-122.59,1.857
1.7212,39,4.58491,1.03019,1211,4.56981,33.94,-118.24,0.955
4.0848,8,6.35039,1.09186,1977,2.59449,39.13,-121.07,1.559
4.6042,51,6.66412,1.02545,922,2.34606,37.73,-122.14,2.519
3.8081,25,5.18372,1.18372,1941,2.0261,34.17,-118.44,2.867
3.5,49,4.78079,1.00626,1201,2.50731,39.44,-123.79,1.133
3.8194,21,4.79177,0.997429,1498,3.8509,32.71,-117.06,1.257
10.7097,52,7.00481,1.03365,495,2.37981,37.79,-122.45,5.00001
6.8322,52,7.32012,1.05488,812,2.47561,37.73,-122.46,3.941
4.5081,33,4.51134,0.972292,844,2.12594,34.18,-118.46,2.514
3.8438,14,5.63731,1.0829,601,3.11399,33.32,-117.03,2.438
2.767,42,4.7356,1.10995,1094,2.86387,34.04,-118.37,1.43
6.2917,39,5.3128,1.02431,1321,2.141,34.02,-118.44,4.657
4.2865,38,5.75726,1.07916,1141,3.01055,34.19,-118.51,2.211
1.9402,46,4.99002,1.06733,1384,3.45137,37.95,-121.25,0.622
3,35,3.98618,1.04147,602,2.77419,37.63,-122.41,2.291
5.0195,19,6.02347,1.01986,1646,2.97112,33.18,-117.24,2.002
3.8682,28,5.80031,1.00774,2399,3.71362,33.96,-117.43,1.165
3.6339,28,5.59207,1.01632,1613,3.75991,33.87,-118.07,2.201
1.7,17,5.20554,1.12009,1007,2.32564,39.43,-121.22,0.923
5.5335,21,6.11392,1.08861,417,2.63924,33.88,-118.37,3.426
2.5,23,4.90213,1.1617,1077,4.58298,33.63,-116.2,0.963
7.1837,20,6.60741,0.955556,331,2.45185,35.35,-119.08,1.763
2.6974,29,4.84133,1.03321,788,2.90775,36.58,-119.61,0.73
2.4053,21,4.94513,1.17168,2236,3.95752,36.93,-121.78,1.784
1.2,20,4.625,1.375,34,4.25,35.32,-119.04,0.5
7.2165,25,5.67436,0.923077,1066,2.73333,37.37,-122.01,3.609
3.1125,29,4.85185,1.02469,672,2.76543,37.57,-120.95,1.548
8.3996,15,7.94678,1.04762,2412,3.37815,37.56,-121.94,4.429
3.6474,32,6.43171,1.19268,1031,2.51463,37.11,-122.09,2.316
3.4028,18,5.84513,1.20354,754,3.33628,35.55,-115.93,0.675
4.6,30,6.24673,1.20915,1449,2.36765,34.16,-118.47,3.925
4.9375,35,5.34286,0.990476,261,2.48571,33.91,-118.13,1.838
2.825,32,4.78423,0.979253,761,3.15768,36.59,-119.44,0.676
2.8438,34,4.62097,1.06989,1444,3.88172,33.82,-118.21,1.393
1.5642,15,4.40329,1.0535,1070,4.40329,36.62,-119.32,0.515
2.1898,40,5.91541,1.16616,725,2.19033,41.23,-122.27,0.655
2.8031,34,4.67899,1.05253,1342,2.61089,34.07,-117.13,0.869
7.2096,35,6.40995,1.05146,1305,2.23842,33.83,-118.2,4.903
3.8307,33,5.72844,1.06239,1733,3.17982,35.38,-118.92,0.706
5.2987,18,6.15933,1.03561,3473,3.25492,34.32,-118.41,2.034
2.4722,24,6.24,1.13,641,3.205,36.12,-119.29,1.292
3.5536,11,4.07955,1.20455,590,2.23485,37.88,-122.07,3.872
3.7464,29,4.90683,0.983437,1746,3.61491,34.58,-118.13,1.135
6.394,25,7.43817,0.930108,1148,3.08602,33.74,-118,3.167
2.0583,34,4.5261,1.10442,971,3.8996,34.12,-117.3,0.648
